 ,transaction_id,date,keyword,amount_cad,direction,transaction_type,merchant_or_source,description,account,scope,status,mixed_halal_pct,haram_portion_disposed,cost_basis_cad,related_reference,missing_information,parse_line
Faris Mahmood,FMR000385,2025-08-17,freelance_income,$431.44,inflow,income,Freelance Client,,FM_CHQ_PERSONAL,personal,posted,,,,,,2025-08-17 | freelance_income | 431.44 | inflow | income | Freelance Client | Freelance professional work payment
Faris Mahmood,FMR000313,2026-04-17,rental_income,"$1,115.37",inflow,income,Tenant,Residential rent payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-04-17 | rental_income | 1115.37 | inflow | income | Tenant | Residential rent payment
Faris Mahmood,FMR000217,2026-04-19,rental_income,"$1,020.42",inflow,income,Tenant,Residential rent payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-04-19 | rental_income | 1020.42 | inflow | income | Tenant | Residential rent payment
Faris Mahmood,FMR000551,2026-04-19,personal_spending,$88.38,outflow,expense,Retail Store,Personal spending,FM_VISA_PERSONAL,personal,posted,,,,,,2026-04-19 | personal_spending | 88.38 | outflow | expense | Retail Store | Personal spending
Faris Mahmood,FMR000059,2026-04-20,software_subscription,$46.23,outflow,expense,Software Vendor,Software subscription,FM_CHQ_BUSINESS,business,posted,,,,,,2026-04-20 | software_subscription | 46.23 | outflow | expense | Software Vendor | Software subscription
Faris Mahmood,FMR000181,2026-04-20,transportation,$39.96,outflow,expense,Transit / Fuel,Transportation expense,FM_VISA_PERSONAL,personal,posted,,,,,,2026-04-20 | transportation | 39.96 | outflow | expense | Transit / Fuel | Transportation expense
Faris Mahmood,FMR000334,2026-04-20,freelance_income,$297.21,inflow,income,Freelance Client,Freelance professional work payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-04-20 | freelance_income | 297.21 | inflow | income | Freelance Client | Freelance professional work payment
Faris Mahmood,FMS0025,2026-04-20,gross_business_sale,$420.00,inflow,income,Online Customer,Gross online store sale ORDER-881,FM_PROCESSOR,business,posted,,,,,,2026-04-20 | gross_business_sale | 420.00 | inflow | income | Online Customer | Gross online store sale ORDER-881
Faris Mahmood,FMR000393,2026-04-21,business_sale_income,$407.99,inflow,income,Online Customer,Ordinary permissible product sale,FM_CHQ_BUSINESS,business,posted,,,,,,2026-04-21 | business_sale_income | 407.99 | inflow | income | Online Customer | Ordinary permissible product sale
Faris Mahmood,FMR000403,2026-04-21,business_advertising,$65.30,outflow,expense,Ad Platform,Business advertising expense,FM_CHQ_BUSINESS,business,posted,,,,,,2026-04-21 | business_advertising | 65.30 | outflow | expense | Ad Platform | Business advertising expense
Faris Mahmood,FMR000508,2026-04-21,electricity_bill,$171.63,outflow,expense,Electric Utility,Monthly electricity bill,FM_VISA_PERSONAL,personal,posted,,,,,,2026-04-21 | electricity_bill | 171.63 | outflow | expense | Electric Utility | Monthly electricity bill
Faris Mahmood,FMS0026,2026-04-21,gross_business_sale,$310.00,inflow,income,Online Customer,Gross online store sale ORDER-882,FM_PROCESSOR,business,posted,,,,,,2026-04-21 | gross_business_sale | 310.00 | inflow | income | Online Customer | Gross online store sale ORDER-882
Faris Mahmood,FMR000352,2026-04-22,groceries,$32.07,outflow,expense,Local Grocer,Household grocery purchase,FM_VISA_PERSONAL,personal,posted,,,,,,2026-04-22 | groceries | 32.07 | outflow | expense | Local Grocer | Household grocery purchase
Faris Mahmood,FMR000582,2026-04-22,rental_income,"$1,725.60",inflow,income,Tenant,Residential rent payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-04-22 | rental_income | 1725.60 | inflow | income | Tenant | Residential rent payment
Faris Mahmood,FMR000026,2026-04-23,phone_bill,$97.16,outflow,expense,Mobile Provider,Monthly phone bill,FM_VISA_PERSONAL,personal,posted,,,,,,2026-04-23 | phone_bill | 97.16 | outflow | expense | Mobile Provider | Monthly phone bill
Faris Mahmood,FMS0027,2026-04-23,processor_payout,$700.00,inflow,settlement,Payment Processor,Net processor settlement for recent gross sales after fees.,FM_CHQ_BUSINESS,business,posted,,,,"FMS0025,FMS0026",,2026-04-23 | processor_payout | 700.00 | inflow | settlement | Payment Processor | Net processor settlement for recent gross sales after fees.
Faris Mahmood,FMS0028,2026-04-23,processor_fee,$30.00,outflow,expense,Payment Processor,Processing fees deducted from gross sales.,FM_CHQ_BUSINESS,business,posted,,,,,,2026-04-23 | processor_fee | 30.00 | outflow | expense | Payment Processor | Processing fees deducted from gross sales.
Faris Mahmood,FMR000123,2026-04-24,business_advertising,$87.71,outflow,expense,Ad Platform,Business advertising expense,FM_CHQ_BUSINESS,business,posted,,,,,,2026-04-24 | business_advertising | 87.71 | outflow | expense | Ad Platform | Business advertising expense
Faris Mahmood,FMR000142,2026-04-24,business_advertising,$128.01,outflow,expense,Ad Platform,Business advertising expense,FM_CHQ_BUSINESS,business,posted,,,,,,2026-04-24 | business_advertising | 128.01 | outflow | expense | Ad Platform | Business advertising expense
Faris Mahmood,FMR000513,2026-04-24,freelance_income,$812.11,inflow,income,Freelance Client,Freelance professional work payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-04-24 | freelance_income | 812.11 | inflow | income | Freelance Client | Freelance professional work payment
Faris Mahmood,FMR000193,2026-04-25,restaurant_meal,$32.92,outflow,expense,Local Restaurant,Restaurant meal,FM_VISA_PERSONAL,personal,posted,,,,,,2026-04-25 | restaurant_meal | 32.92 | outflow | expense | Local Restaurant | Restaurant meal
Faris Mahmood,FMR000271,2026-04-25,business_sale_income,$290.38,inflow,income,Online Customer,Ordinary permissible product sale,FM_CHQ_BUSINESS,business,posted,,,,,,2026-04-25 | business_sale_income | 290.38 | inflow | income | Online Customer | Ordinary permissible product sale
Faris Mahmood,FMR000009,2026-04-26,salary_income,"$3,550.00",inflow,income,Employer Payroll,Monthly employment salary,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-04-26 | salary_income | 3550.00 | inflow | income | Employer Payroll | Monthly employment salary
Faris Mahmood,FMR000024,2026-04-26,business_supplies,$217.61,outflow,expense,Office Supplier,Business supplies purchase,FM_CHQ_BUSINESS,business,posted,,,,,,2026-04-26 | business_supplies | 217.61 | outflow | expense | Office Supplier | Business supplies purchase
Faris Mahmood,FMR000083,2026-04-26,electricity_bill,$102.66,outflow,expense,Electric Utility,Monthly electricity bill,FM_VISA_PERSONAL,personal,posted,,,,,,2026-04-26 | electricity_bill | 102.66 | outflow | expense | Electric Utility | Monthly electricity bill
Faris Mahmood,FMR000593,2026-04-27,electricity_bill,$109.97,outflow,expense,Electric Utility,Monthly electricity bill,FM_VISA_PERSONAL,personal,posted,,,,,,2026-04-27 | electricity_bill | 109.97 | outflow | expense | Electric Utility | Monthly electricity bill
Faris Mahmood,FMS0029,2026-04-27,customer_refund,$75.00,outflow,refund,Online Customer,Refund for ORDER-881.,FM_CHQ_BUSINESS,business,posted,,,,FMS0025,,2026-04-27 | customer_refund | 75.00 | outflow | refund | Online Customer | Refund for ORDER-881.
Faris Mahmood,FMR000163,2026-04-29,phone_bill,$78.40,outflow,expense,Mobile Provider,Monthly phone bill,FM_VISA_PERSONAL,personal,posted,,,,,,2026-04-29 | phone_bill | 78.40 | outflow | expense | Mobile Provider | Monthly phone bill
Faris Mahmood,FMR000507,2026-04-29,restaurant_meal,$64.46,outflow,expense,Local Restaurant,Restaurant meal,FM_VISA_PERSONAL,personal,posted,,,,,,2026-04-29 | restaurant_meal | 64.46 | outflow | expense | Local Restaurant | Restaurant meal
Faris Mahmood,FMR000521,2026-05-01,business_supplies,$145.66,outflow,expense,Office Supplier,Business supplies purchase,FM_CHQ_BUSINESS,business,posted,,,,,,2026-05-01 | business_supplies | 145.66 | outflow | expense | Office Supplier | Business supplies purchase
Faris Mahmood,FMS0030,2026-05-02,chargeback,$120.00,outflow,chargeback,Payment Processor,Chargeback linked to a prior customer sale.,FM_CHQ_BUSINESS,business,posted,,,,,,2026-05-02 | chargeback | 120.00 | outflow | chargeback | Payment Processor | Chargeback linked to a prior customer sale.
Faris Mahmood,FMR000105,2026-05-03,freelance_income,$290.99,inflow,income,Freelance Client,Freelance professional work payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-05-03 | freelance_income | 290.99 | inflow | income | Freelance Client | Freelance professional work payment
Faris Mahmood,FMR000079,2026-05-04,phone_bill,$61.01,outflow,expense,Mobile Provider,Monthly phone bill,FM_VISA_PERSONAL,personal,posted,,,,,,2026-05-04 | phone_bill | 61.01 | outflow | expense | Mobile Provider | Monthly phone bill
Faris Mahmood,FMR000515,2026-05-05,software_subscription,$11.72,outflow,expense,Software Vendor,Software subscription,FM_CHQ_BUSINESS,business,posted,,,,,,2026-05-05 | software_subscription | 11.72 | outflow | expense | Software Vendor | Software subscription
Faris Mahmood,FMR000510,2026-05-06,business_supplies,$68.92,outflow,expense,Office Supplier,Business supplies purchase,FM_CHQ_BUSINESS,business,posted,,,,,,2026-05-06 | business_supplies | 68.92 | outflow | expense | Office Supplier | Business supplies purchase
Faris Mahmood,FMR000563,2026-05-07,business_supplies,$160.70,outflow,expense,Office Supplier,Business supplies purchase,FM_CHQ_BUSINESS,business,posted,,,,,,2026-05-07 | business_supplies | 160.70 | outflow | expense | Office Supplier | Business supplies purchase
Faris Mahmood,FMR000297,2026-05-08,phone_bill,$85.76,outflow,expense,Mobile Provider,Monthly phone bill,FM_VISA_PERSONAL,personal,posted,,,,,,2026-05-08 | phone_bill | 85.76 | outflow | expense | Mobile Provider | Monthly phone bill
Faris Mahmood,FMR000301,2026-05-08,personal_spending,$127.26,outflow,expense,Retail Store,Personal spending,FM_VISA_PERSONAL,personal,posted,,,,,,2026-05-08 | personal_spending | 127.26 | outflow | expense | Retail Store | Personal spending
Faris Mahmood,FMS0031,2026-05-08,loan_received,"$5,000.00",inflow,loan,Family Lender,Personal loan received; must be repaid.,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-05-08 | loan_received | 5000.00 | inflow | loan | Family Lender | Personal loan received; must be repaid.
Faris Mahmood,FMR000071,2026-05-09,business_advertising,$56.01,outflow,expense,Ad Platform,Business advertising expense,FM_CHQ_BUSINESS,business,posted,,,,,,2026-05-09 | business_advertising | 56.01 | outflow | expense | Ad Platform | Business advertising expense
Faris Mahmood,FMR000548,2026-05-10,business_sale_income,$272.34,inflow,income,Online Customer,Ordinary permissible product sale,FM_CHQ_BUSINESS,business,posted,,,,,,2026-05-10 | business_sale_income | 272.34 | inflow | income | Online Customer | Ordinary permissible product sale
Faris Mahmood,FMH005,2026-05-11,lottery_winnings,$500.00,inflow,income,Lottery Corporation,Lottery winnings,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-05-11 | lottery_winnings | 500.00 | inflow | income | Lottery Corporation | Lottery winnings
Faris Mahmood,FMR000315,2026-05-11,restaurant_meal,$27.83,outflow,expense,Local Restaurant,Restaurant meal,FM_VISA_PERSONAL,personal,posted,,,,,,2026-05-11 | restaurant_meal | 27.83 | outflow | expense | Local Restaurant | Restaurant meal
Faris Mahmood,FMR000420,2026-05-11,electricity_bill,$121.70,outflow,expense,Electric Utility,Monthly electricity bill,FM_VISA_PERSONAL,personal,posted,,,,,,2026-05-11 | electricity_bill | 121.70 | outflow | expense | Electric Utility | Monthly electricity bill
Faris Mahmood,FMR000598,2026-05-12,business_advertising,$49.95,outflow,expense,Ad Platform,Business advertising expense,FM_CHQ_BUSINESS,business,posted,,,,,,2026-05-12 | business_advertising | 49.95 | outflow | expense | Ad Platform | Business advertising expense
Faris Mahmood,FMR000229,2026-05-13,business_advertising,$44.54,outflow,expense,Ad Platform,Business advertising expense,FM_CHQ_BUSINESS,business,posted,,,,,,2026-05-13 | business_advertising | 44.54 | outflow | expense | Ad Platform | Business advertising expense
Faris Mahmood,FMR000298,2026-05-13,electricity_bill,$102.12,outflow,expense,Electric Utility,Monthly electricity bill,FM_VISA_PERSONAL,personal,posted,,,,,,2026-05-13 | electricity_bill | 102.12 | outflow | expense | Electric Utility | Monthly electricity bill
Faris Mahmood,FMR000467,2026-05-14,tip_income,$68.79,inflow,income,Customer Tips,Tips from permissible work,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-05-14 | tip_income | 68.79 | inflow | income | Customer Tips | Tips from permissible work
Faris Mahmood,FMS0033,2026-05-14,refundable_client_deposit,"$1,000.00",inflow,deposit,Business Client,Refundable project deposit before work begins.,FM_CHQ_BUSINESS,business,posted,,,,,,2026-05-14 | refundable_client_deposit | 1000.00 | inflow | deposit | Business Client | Refundable project deposit before work begins.
Faris Mahmood,FMR000204,2026-05-15,personal_spending,$195.09,outflow,expense,Retail Store,Personal spending,FM_VISA_PERSONAL,personal,posted,,,,,,2026-05-15 | personal_spending | 195.09 | outflow | expense | Retail Store | Personal spending
Faris Mahmood,FMR000213,2026-05-15,transportation,$119.72,outflow,expense,Transit / Fuel,Transportation expense,FM_VISA_PERSONAL,personal,posted,,,,,,2026-05-15 | transportation | 119.72 | outflow | expense | Transit / Fuel | Transportation expense
Faris Mahmood,FMR000489,2026-05-15,personal_spending,$77.06,outflow,expense,Retail Store,Personal spending,FM_VISA_PERSONAL,personal,posted,,,,,,2026-05-15 | personal_spending | 77.06 | outflow | expense | Retail Store | Personal spending
Faris Mahmood,FMR000084,2026-05-16,freelance_income,$416.58,inflow,income,Freelance Client,Freelance professional work payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-05-16 | freelance_income | 416.58 | inflow | income | Freelance Client | Freelance professional work payment
Faris Mahmood,FMR000113,2026-05-16,rental_income,"$1,535.88",inflow,income,Tenant,Residential rent payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-05-16 | rental_income | 1535.88 | inflow | income | Tenant | Residential rent payment
Faris Mahmood,FMR000586,2026-05-16,personal_spending,$178.89,outflow,expense,Retail Store,Personal spending,FM_VISA_PERSONAL,personal,posted,,,,,,2026-05-16 | personal_spending | 178.89 | outflow | expense | Retail Store | Personal spending
Faris Mahmood,FMR000379,2026-05-18,tip_income,$76.22,inflow,income,Customer Tips,Tips from permissible work,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-05-18 | tip_income | 76.22 | inflow | income | Customer Tips | Tips from permissible work
Faris Mahmood,FMS0034,2026-05-18,employee_reimbursement,$186.40,inflow,reimbursement,Employer,Reimbursement for approved travel costs.,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-05-18 | employee_reimbursement | 186.40 | inflow | reimbursement | Employer | Reimbursement for approved travel costs.
Faris Mahmood,FMR000098,2026-05-19,business_sale_income,$363.90,inflow,income,Online Customer,Ordinary permissible product sale,FM_CHQ_BUSINESS,business,posted,,,,,,2026-05-19 | business_sale_income | 363.90 | inflow | income | Online Customer | Ordinary permissible product sale
Faris Mahmood,FMR000129,2026-05-19,tip_income,$24.51,inflow,income,Customer Tips,Tips from permissible work,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-05-19 | tip_income | 24.51 | inflow | income | Customer Tips | Tips from permissible work
Faris Mahmood,FMR000356,2026-05-19,tip_income,$99.36,inflow,income,Customer Tips,Tips from permissible work,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-05-19 | tip_income | 99.36 | inflow | income | Customer Tips | Tips from permissible work
Faris Mahmood,FMR000426,2026-05-19,rental_income,$658.15,inflow,income,Tenant,Residential rent payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-05-19 | rental_income | 658.15 | inflow | income | Tenant | Residential rent payment
Faris Mahmood,FMR000518,2026-05-19,phone_bill,$116.84,outflow,expense,Mobile Provider,Monthly phone bill,FM_VISA_PERSONAL,personal,posted,,,,,,2026-05-19 | phone_bill | 116.84 | outflow | expense | Mobile Provider | Monthly phone bill
Faris Mahmood,FMR000029,2026-05-20,business_supplies,$40.06,outflow,expense,Office Supplier,Business supplies purchase,FM_CHQ_BUSINESS,business,posted,,,,,,2026-05-20 | business_supplies | 40.06 | outflow | expense | Office Supplier | Business supplies purchase
Faris Mahmood,FMR000531,2026-05-20,transportation,$47.95,outflow,expense,Transit / Fuel,Transportation expense,FM_VISA_PERSONAL,personal,posted,,,,,,2026-05-20 | transportation | 47.95 | outflow | expense | Transit / Fuel | Transportation expense
Faris Mahmood,FMR000552,2026-05-21,groceries,$134.68,outflow,expense,Local Grocer,Household grocery purchase,FM_VISA_PERSONAL,personal,posted,,,,,,2026-05-21 | groceries | 134.68 | outflow | expense | Local Grocer | Household grocery purchase
Faris Mahmood,FMR000372,2026-05-22,freelance_income,$219.18,inflow,income,Freelance Client,Freelance professional work payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-05-22 | freelance_income | 219.18 | inflow | income | Freelance Client | Freelance professional work payment
Faris Mahmood,FMR000462,2026-05-23,personal_spending,$117.16,outflow,expense,Retail Store,Personal spending,FM_VISA_PERSONAL,personal,posted,,,,,,2026-05-23 | personal_spending | 117.16 | outflow | expense | Retail Store | Personal spending
Faris Mahmood,FMR000042,2026-05-25,groceries,$57.90,outflow,expense,Local Grocer,Household grocery purchase,FM_VISA_PERSONAL,personal,posted,,,,,,2026-05-25 | groceries | 57.90 | outflow | expense | Local Grocer | Household grocery purchase
Faris Mahmood,FMR000010,2026-05-26,salary_income,"$3,550.00",inflow,income,Employer Payroll,Monthly employment salary,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-05-26 | salary_income | 3550.00 | inflow | income | Employer Payroll | Monthly employment salary
Faris Mahmood,FMR000072,2026-05-26,business_sale_income,$367.89,inflow,income,Online Customer,Ordinary permissible product sale,FM_CHQ_BUSINESS,business,posted,,,,,,2026-05-26 | business_sale_income | 367.89 | inflow | income | Online Customer | Ordinary permissible product sale
Faris Mahmood,FMR000302,2026-05-27,personal_spending,$96.97,outflow,expense,Retail Store,Personal spending,FM_VISA_PERSONAL,personal,posted,,,,,,2026-05-27 | personal_spending | 96.97 | outflow | expense | Retail Store | Personal spending
Faris Mahmood,FMR000512,2026-05-27,business_supplies,$189.80,outflow,expense,Office Supplier,Business supplies purchase,FM_CHQ_BUSINESS,business,posted,,,,,,2026-05-27 | business_supplies | 189.80 | outflow | expense | Office Supplier | Business supplies purchase
Faris Mahmood,FMR000516,2026-05-27,software_subscription,$13.67,outflow,expense,Software Vendor,Software subscription,FM_CHQ_BUSINESS,business,posted,,,,,,2026-05-27 | software_subscription | 13.67 | outflow | expense | Software Vendor | Software subscription
Faris Mahmood,FMR000102,2026-05-28,business_supplies,$31.40,outflow,expense,Office Supplier,Business supplies purchase,FM_CHQ_BUSINESS,business,posted,,,,,,2026-05-28 | business_supplies | 31.40 | outflow | expense | Office Supplier | Business supplies purchase
Faris Mahmood,FMR000480,2026-05-28,business_supplies,$127.40,outflow,expense,Office Supplier,Business supplies purchase,FM_CHQ_BUSINESS,business,posted,,,,,,2026-05-28 | business_supplies | 127.40 | outflow | expense | Office Supplier | Business supplies purchase
Faris Mahmood,FMS0035,2026-05-28,tax_refund,$740.00,inflow,adjustment,CRA,Income tax refund.,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-05-28 | tax_refund | 740.00 | inflow | adjustment | CRA | Income tax refund.
Faris Mahmood,FMR000310,2026-05-30,transportation,$71.60,outflow,expense,Transit / Fuel,Transportation expense,FM_VISA_PERSONAL,personal,posted,,,,,,2026-05-30 | transportation | 71.60 | outflow | expense | Transit / Fuel | Transportation expense
Faris Mahmood,FMR000472,2026-05-30,personal_spending,$136.87,outflow,expense,Retail Store,Personal spending,FM_VISA_PERSONAL,personal,posted,,,,,,2026-05-30 | personal_spending | 136.87 | outflow | expense | Retail Store | Personal spending
Faris Mahmood,FMR000554,2026-05-30,transportation,$59.65,outflow,expense,Transit / Fuel,Transportation expense,FM_VISA_PERSONAL,personal,posted,,,,,,2026-05-30 | transportation | 59.65 | outflow | expense | Transit / Fuel | Transportation expense
Faris Mahmood,FMR000578,2026-05-30,personal_spending,$148.88,outflow,expense,Retail Store,Personal spending,FM_VISA_PERSONAL,personal,posted,,,,,,2026-05-30 | personal_spending | 148.88 | outflow | expense | Retail Store | Personal spending
Faris Mahmood,FMR000587,2026-06-01,electricity_bill,$72.89,outflow,expense,Electric Utility,Monthly electricity bill,FM_VISA_PERSONAL,personal,posted,,,,,,2026-06-01 | electricity_bill | 72.89 | outflow | expense | Electric Utility | Monthly electricity bill
Faris Mahmood,FMR000198,2026-06-02,business_advertising,$120.43,outflow,expense,Ad Platform,Business advertising expense,FM_CHQ_BUSINESS,business,posted,,,,,,2026-06-02 | business_advertising | 120.43 | outflow | expense | Ad Platform | Business advertising expense
Faris Mahmood,FMR000235,2026-06-02,software_subscription,$24.69,outflow,expense,Software Vendor,Software subscription,FM_CHQ_BUSINESS,business,posted,,,,,,2026-06-02 | software_subscription | 24.69 | outflow | expense | Software Vendor | Software subscription
Faris Mahmood,FMR000547,2026-06-02,personal_spending,$39.53,outflow,expense,Retail Store,Personal spending,FM_VISA_PERSONAL,personal,posted,,,,,,2026-06-02 | personal_spending | 39.53 | outflow | expense | Retail Store | Personal spending
Faris Mahmood,FMR000209,2026-06-03,transportation,$79.49,outflow,expense,Transit / Fuel,Transportation expense,FM_VISA_PERSONAL,personal,posted,,,,,,2026-06-03 | transportation | 79.49 | outflow | expense | Transit / Fuel | Transportation expense
Faris Mahmood,FMR000246,2026-06-03,tip_income,$110.84,inflow,income,Customer Tips,Tips from permissible work,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-06-03 | tip_income | 110.84 | inflow | income | Customer Tips | Tips from permissible work
Faris Mahmood,FMR000276,2026-06-03,phone_bill,$95.90,outflow,expense,Mobile Provider,Monthly phone bill,FM_VISA_PERSONAL,personal,posted,,,,,,2026-06-03 | phone_bill | 95.90 | outflow | expense | Mobile Provider | Monthly phone bill
Faris Mahmood,FMR000417,2026-06-03,tip_income,$22.01,inflow,income,Customer Tips,Tips from permissible work,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-06-03 | tip_income | 22.01 | inflow | income | Customer Tips | Tips from permissible work
Faris Mahmood,FMR000476,2026-06-03,business_sale_income,$117.95,inflow,income,Online Customer,Ordinary permissible product sale,FM_CHQ_BUSINESS,business,posted,,,,,,2026-06-03 | business_sale_income | 117.95 | inflow | income | Online Customer | Ordinary permissible product sale
Faris Mahmood,FMS0036,2026-06-03,insurance_proceeds,"$1,150.00",inflow,adjustment,Insurance Company,Insurance reimbursement for damaged personal property.,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-06-03 | insurance_proceeds | 1150.00 | inflow | adjustment | Insurance Company | Insurance reimbursement for damaged personal property.
Faris Mahmood,FMR000041,2026-06-04,tip_income,$41.35,inflow,income,Customer Tips,Tips from permissible work,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-06-04 | tip_income | 41.35 | inflow | income | Customer Tips | Tips from permissible work
Faris Mahmood,FMR000152,2026-06-05,rental_income,"$1,505.21",inflow,income,Tenant,Residential rent payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-06-05 | rental_income | 1505.21 | inflow | income | Tenant | Residential rent payment
Faris Mahmood,FMR000150,2026-06-06,restaurant_meal,$84.73,outflow,expense,Local Restaurant,Restaurant meal,FM_VISA_PERSONAL,personal,posted,,,,,,2026-06-06 | restaurant_meal | 84.73 | outflow | expense | Local Restaurant | Restaurant meal
Faris Mahmood,FMR000321,2026-06-06,transportation,$77.90,outflow,expense,Transit / Fuel,Transportation expense,FM_VISA_PERSONAL,personal,posted,,,,,,2026-06-06 | transportation | 77.90 | outflow | expense | Transit / Fuel | Transportation expense
Faris Mahmood,FMR000319,2026-06-07,business_supplies,$51.03,outflow,expense,Office Supplier,Business supplies purchase,FM_CHQ_BUSINESS,business,posted,,,,,,2026-06-07 | business_supplies | 51.03 | outflow | expense | Office Supplier | Business supplies purchase
Faris Mahmood,FMR000486,2026-06-08,tip_income,$95.72,inflow,income,Customer Tips,Tips from permissible work,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-06-08 | tip_income | 95.72 | inflow | income | Customer Tips | Tips from permissible work
Faris Mahmood,FMS0032,2026-06-08,loan_repayment,$500.00,outflow,loan_repayment,Family Lender,Partial repayment of personal loan.,FM_CHQ_PERSONAL,personal,posted,,,,FMS0031,,2026-06-08 | loan_repayment | 500.00 | outflow | loan_repayment | Family Lender | Partial repayment of personal loan.
Faris Mahmood,FMR000239,2026-06-10,rental_income,"$1,140.38",inflow,income,Tenant,Residential rent payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-06-10 | rental_income | 1140.38 | inflow | income | Tenant | Residential rent payment
Faris Mahmood,FMR000291,2026-06-13,transportation,$49.37,outflow,expense,Transit / Fuel,Transportation expense,FM_VISA_PERSONAL,personal,posted,,,,,,2026-06-13 | transportation | 49.37 | outflow | expense | Transit / Fuel | Transportation expense
Faris Mahmood,FMR000405,2026-06-13,phone_bill,$88.90,outflow,expense,Mobile Provider,Monthly phone bill,FM_VISA_PERSONAL,personal,posted,,,,,,2026-06-13 | phone_bill | 88.90 | outflow | expense | Mobile Provider | Monthly phone bill
Faris Mahmood,FMR000506,2026-06-14,transportation,$53.56,outflow,expense,Transit / Fuel,Transportation expense,FM_VISA_PERSONAL,personal,posted,,,,,,2026-06-14 | transportation | 53.56 | outflow | expense | Transit / Fuel | Transportation expense
Faris Mahmood,FMR000053,2026-06-15,personal_spending,$107.60,outflow,expense,Retail Store,Personal spending,FM_VISA_PERSONAL,personal,posted,,,,,,2026-06-15 | personal_spending | 107.60 | outflow | expense | Retail Store | Personal spending
Faris Mahmood,FMR000116,2026-06-15,business_supplies,$90.58,outflow,expense,Office Supplier,Business supplies purchase,FM_CHQ_BUSINESS,business,posted,,,,,,2026-06-15 | business_supplies | 90.58 | outflow | expense | Office Supplier | Business supplies purchase
Faris Mahmood,FMS0037,2026-06-16,stock_dividend_income,$125.00,inflow,income,Brokerage,Dividend from screened listed shares.,FM_INVESTMENT,personal,posted,,,,,,2026-06-16 | stock_dividend_income | 125.00 | inflow | income | Brokerage | Dividend from screened listed shares.
Faris Mahmood,FMR000170,2026-06-17,phone_bill,$94.94,outflow,expense,Mobile Provider,Monthly phone bill,FM_VISA_PERSONAL,personal,posted,,,,,,2026-06-17 | phone_bill | 94.94 | outflow | expense | Mobile Provider | Monthly phone bill
Faris Mahmood,FMR000243,2026-06-19,software_subscription,$46.59,outflow,expense,Software Vendor,Software subscription,FM_CHQ_BUSINESS,business,posted,,,,,,2026-06-19 | software_subscription | 46.59 | outflow | expense | Software Vendor | Software subscription
Faris Mahmood,FMR000275,2026-06-19,rental_income,"$1,472.02",inflow,income,Tenant,Residential rent payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-06-19 | rental_income | 1472.02 | inflow | income | Tenant | Residential rent payment
Faris Mahmood,FMR000529,2026-06-19,phone_bill,$77.87,outflow,expense,Mobile Provider,Monthly phone bill,FM_VISA_PERSONAL,personal,posted,,,,,,2026-06-19 | phone_bill | 77.87 | outflow | expense | Mobile Provider | Monthly phone bill
Faris Mahmood,FMR000562,2026-06-19,rental_income,"$1,248.82",inflow,income,Tenant,Residential rent payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-06-19 | rental_income | 1248.82 | inflow | income | Tenant | Residential rent payment
Faris Mahmood,FMR000132,2026-06-21,transportation,$57.86,outflow,expense,Transit / Fuel,Transportation expense,FM_VISA_PERSONAL,personal,posted,,,,,,2026-06-21 | transportation | 57.86 | outflow | expense | Transit / Fuel | Transportation expense
Faris Mahmood,FMR000200,2026-06-21,software_subscription,$43.08,outflow,expense,Software Vendor,Software subscription,FM_CHQ_BUSINESS,business,posted,,,,,,2026-06-21 | software_subscription | 43.08 | outflow | expense | Software Vendor | Software subscription
